binary,given_name,surname,date_of_birth,phone_number,email,address,city,state,zipcode,multicollinearity 1,pd qcut1,corr_feature_class,duplicate_1,multicollinearity 2,informative_2,random choice 7,min max scaling,multicollinearity 4,outliers 1,multicollinearity 3,correlated w target 1,uniform corr 2,correlated w target 2,random choice 2,outliers 2,random label num 13,pd qcut3,standard scaling,target,uniform corr 1,class,random label num 4_label num lo 2,random label num 4_label num lo 3,random label num 4_label num lo 4,semi_constant_2_q_const_0_1,semi_constant_2_q_const_0_2,pd qcut2_Q2,pd qcut2_Q3,pd qcut2_Q4,random choice 4_North,random choice 4_South,random choice 4_West,semi_constant_1_q_const_0_1,semi_constant_1_q_const_0_2
1,0.019,0.322,0.001,0.501,0.001,0.153,0.11,0.133,0.283,0.5261489389234892,0,3.6095367521029997,0.5210909070320509,-3.4950514971001625,0.6640066001907508,0.158,408.9685907314865,-1.313363172902325,-5.263835753388247,-1.1238460082752164,-8.554662783497676,0.8496902781866524,-7.455246576507199,0,3.6810529032418886,0.066,0.138,57604.22307157602,1.4902846231827178,0.4417877591084085,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,0.001,0.018,0.001,0.001,0.001,0.153,0.001,0.02,0.001,0.8434592323284712,0,1.513341776495914,1.298410809303382,-3.4950514971001625,1.0453063757400651,0.137,416.1248719302469,0.10181965301519154,-1.303130262118353,-0.3152998650245531,7.299754169522411,0.6033939836629977,-7.455246576507199,1,8.130741698575921,0.08,0.138,56786.30804390285,2.077177886048961,0.778852188732553,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,0.001,0.322,0.001,0.001,0.001,0.001,0.001,0.02,0.001,0.5444818213594135,0,3.887557677883801,-0.6860766332166293,0.8015112513124883,-0.21730425574735168,0.141,205.2415102956299,-2.999926215814126,-5.263835753388247,1.1308852309006252,-2.2987746065547565,0.06317304294060846,-0.40255252705271305,0,-3.427562756103911,0.073,0.134,55007.19399380163,-0.04039569818845051,0.0026888322819117044,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.003,0.002,0.502,0.001,0.001,0.001,0.002,0.019,0.001,1.9926882338077332,0,4.157730307249446,2.9251395877620867,-0.26695439346586086,2.7119608896597107,0.134,255.72894129762184,0.9967666270337329,-5.263835753388247,0.2382355146168834,5.127560275383955,0.9408005046943642,-7.455246576507199,0,0.5711693625968324,0.059,0.143,18667.321023061606,5.165736554096395,0.998868142746613,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1,0.019,0.018,0.502,0.001,0.001,0.153,0.11,0.133,0.283,-0.02047214926787318,0,0.8667223552763432,1.882030027039841,-0.9692137314698721,1.646367141258015,0.139,528.6052113383257,-2.999926215814126,5.221625494741142,-2.094382382847123,4.589710220381575,0.0012392123217447755,4.456107532099148,1,4.93801870679588,0.187,0.143,18667.321023061606,3.1919319238247565,0.0026888322819117044,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,0.007,0.001,0.502,0.001,0.001,0.001,0.001,0.014,0.001,0.6699582165939281,0,6.328510522417076,1.0198391116840506,0.04370468418860179,1.0474848470309324,0.152,252.42895321219856,1.1971355540080049,0.27466589130153357,0.7658038164145868,2.2472664723005393,0.0012392123217447755,0.16342707769358467,0,2.7590602932779364,0.065,0.138,18667.321023061606,2.16415341226954,0.13906223737110052,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.003,0.322,0.502,0.001,0.001,0.001,0.001,0.01,0.001,0.7599949082581864,1,0.663336985722379,-0.3714869425311782,0.6016946958716232,-0.8983006964065531,0.152,182.66482879655115,0.7085876459392809,-5.263835753388247,0.3614957886222682,-8.554662783497676,0.2551127181522186,2.1154310520392277,1,2.4568142746713018,0.187,0.446,18667.321023061606,-1.5917313144198164,0.2532688225041149,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.009,0.322,0.001,0.501,0.001,0.001,0.001,0.014,0.001,0.28420445318298615,0,-0.7277012421588531,-2.409975872086312,0.07228836791485022,1.5115778404585067,0.139,331.02965217678206,-0.0213810625757857,0.5003806129996753,-0.3819084210348738,0.7391267335442848,0.9770893345090402,-7.455246576507199,0,-3.427562756103911,0.071,0.143,18667.321023061606,4.171443967670781,0.0026888322819117044,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,0.005,0.002,0.002,0.001,0.001,0.001,0.001,0.014,0.283,1.6879833688587085,0,-10.579193290649087,0.5508509886724762,-3.4950514971001625,0.4724066441252236,0.141,379.56339185168054,-1.481167290440107,-4.070617154881122,-1.833814436750699,-0.42546462785970096,0.7697794162365635,1.815230494911793,0,4.6777113562060855,0.063,0.138,18667.321023061606,1.0711718257205494,0.4488854590412215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.004,0.001,0.001,0.501,0.001,0.001,0.001,0.016,0.001,-0.010797598579375298,0,-10.579193290649087,-1.287894198500732,0.6193208412995247,1.8961937668539977,0.139,338.63089759344234,-2.999926215814126,-5.263835753388247,0.8449543693930557,3.388072899364932,0.7293234349595404,-7.455246576507199,0,2.828438369549378,0.071,0.143,18667.321023061606,4.663571335859559,0.9933225567029684,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.009,0.001,0.001,0.501,0.001,0.001,0.001,0.016,0.001,0.5257474183073452,1,2.592658211480452,-2.044462049230024,-3.4950514971001625,-0.41349414144382024,0.134,350.5000006644583,-2.999926215814126,-0.6757781547853766,0.7411400994113075,1.3230153273382386,0.0012392123217447755,0.4904222054185592,0,-3.427562756103911,0.071,0.134,52445.38182120257,-0.05917940201608718,0.39305772939042416,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.005,0.002,0.502,0.001,0.001,0.001,0.001,0.012,0.001,-0.7806997175095707,1,-10.579193290649087,-0.8852896287436569,0.3834913317465196,-1.3398820467032777,0.152,366.94371639141934,-2.999926215814126,-0.28910492856309716,-2.726235315311468,-8.554662783497676,0.40632288592943167,1.5687338237360182,1,-0.0633539393614162,0.059,0.446,18667.321023061606,-2.385582206089156,0.333090306685809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.006,0.322,0.001,0.501,0.001,0.001,0.001,0.012,0.001,0.15162794673420776,0,-10.579193290649087,1.0241831340573713,-3.4950514971001625,0.9747731471654596,0.137,253.29394485770194,-1.152391259236801,-3.7963153217636645,-0.8292573230583553,1.5753235334326936,0.0012392123217447755,3.5058544586588383,0,-0.24835981535250218,0.07,0.138,60159.653112388,2.0071546527859363,0.614427534300766,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.003,0.001,0.001,0.001,0.001,0.001,0.001,0.018,0.001,1.2819154244684192,0,1.1923209278818472,2.772118783740503,2.2022050863489353,-0.5603828863589755,0.158,311.59228177004945,0.857085830651193,-0.18117307806481459,0.9462440077916969,-0.14646907712782964,0.4281752414543155,-7.455246576507199,1,-0.09001788751839612,0.065,0.446,18667.321023061606,-1.796914443713002,0.5833246264624662,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.009,0.001,0.502,0.001,0.001,0.001,0.002,0.021,0.001,-1.0210746096808487,0,-10.579193290649087,2.894620275821785,-3.4950514971001625,2.9689279268649393,0.134,382.9422697636853,0.0795590188229658,0.6286069023549825,0.5421780803108164,0.9781649284144884,0.9465905225376361,-0.6246106116611498,1,-3.427562756103911,0.187,0.446,48470.3108640292,5.725060088355324,0.9625403322742067,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.002,0.002,0.001,0.501,0.001,0.001,0.001,0.02,0.001,-3.61795567508189,0,-10.579193290649087,-1.5337204517022132,-0.8057002207362726,-2.6249741737657706,0.139,281.2615576682567,-2.999926215814126,-5.263835753388247,-0.8782591374217161,-8.554662783497676,0.23255990830322265,-4.6711666618521654,0,2.2660759312809877,0.08,0.068,64628.64398192319,-4.94606867736609,0.01914747679023311,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,0.006,0.002,0.001,0.001,0.001,0.001,0.001,0.017,0.001,-0.2862210991839415,0,-10.579193290649087,0.02098191690910778,-0.8560770931315057,-0.06760796056650875,0.152,302.6550756057903,-0.5832488927600629,-5.263835753388247,-2.726235315311468,-0.4366508387634022,0.07716887877662733,-3.2659570363780217,1,7.381539474848634,0.066,0.446,56891.044673832,0.07126907475273472,0.48487987613249156,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,0.001,0.001,0.502,0.001,0.001,0.001,0.001,0.021,0.001,-1.3468509820928456,0,-10.579193290649087,1.8443231378056928,-1.4223450826900679,-1.2217076521647443,0.134,397.98207112100835,-2.999926215814126,-0.8318812449284994,0.8816381779516886,-0.2511562662966891,0.06142030758244853,-0.16427252709439366,0,3.1230782068335476,0.074,0.071,18667.321023061606,-2.939031799307607,0.06814268596653324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.002,0.004,0.001,0.501,0.001,0.001,0.001,0.02,0.001,-3.0843081104679824,0,3.2241458629662207,1.0483525417087796,-1.950129803783556,0.961774366183153,0.139,20.957665539089717,0.6188007793178224,-3.472844246301756,0.1699430348347719,-1.1926167982484708,0.750223386148251,-7.455246576507199,0,4.288753818789008,0.187,0.138,18667.321023061606,1.9721758144260035,0.0026888322819117044,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.001,0.005,0.502,0.001,0.001,0.001,0.001,0.011,0.001,1.5201407572322774,0,-2.962556614914269,2.4004610305674445,-3.4950514971001625,-0.8989091039422038,0.141,308.97702159861933,-2.999926215814126,-5.263835753388247,-2.726235315311468,-7.99255910982409,0.0012392123217447755,-0.23820402209888725,0,3.1240010915146827,0.187,0.446,51090.31785178463,-2.4120682514447593,0.11735000213123137,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.003,0.322,0.502,0.501,0.001,0.153,0.11,0.133,0.283,0.025104497897238905,0,0.3252000117207883,-0.9062701513138482,0.3173887603231061,-0.9198365268034259,0.158,368.3758939534095,-2.999926215814126,-0.23278710747309458,-0.4858036277338389,-4.071803455821447,0.5568220803929439,-3.288201839598602,1,4.708802441794894,0.055,0.446,18667.321023061606,-1.479837561849778,0.06409038428903499,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.015,0.003,0.502,0.001,0.001,0.001,0.001,0.016,0.001,0.35945499206030246,1,-2.424779695057203,0.6856439278887565,-3.4950514971001625,-0.812080630970504,0.139,366.14971840824313,-0.6618847286402876,0.05022580536422531,-0.8006208526739033,-4.403355016978425,0.26218720671055207,-2.3011429306770346,0,-3.427562756103911,0.077,0.446,27402.731237009444,-1.719440301667864,0.34967070130428657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.006,0.001,0.502,0.501,0.001,0.001,0.001,0.011,0.001,-1.2593170792738404,0,4.872247255892299,-0.042585889530903476,-1.0894966113519418,0.08777843129015706,0.139,327.2400637990029,-0.7445691312220928,0.3278322999042928,-0.25008178946094306,2.5108420607249378,0.36798392162494825,-0.6985156847039339,1,0.7835971033200315,0.187,0.446,58418.23098865416,0.42281822091030685,0.23491356708998007,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.008,0.322,0.502,0.001,0.001,0.001,0.001,0.019,0.283,-0.2638314428689819,0,4.52104299526447,-1.5108282778358584,-1.349064126532635,2.995192146813761,0.141,478.91170878076724,0.7931398767317501,-1.7262518668414506,-0.31189091832357907,4.329278994247203,0.7536561298818403,-7.455246576507199,1,-3.427562756103911,0.187,0.446,59962.19139085337,7.08299431672875,0.0026888322819117044,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.001,0.322,0.001,0.001,0.001,0.001,0.001,0.014,0.001,-0.44388967040877236,1,0.18756725098855243,-0.899755982803224,-1.3851113112407147,-0.2932547227154315,0.139,301.6057090964996,0.4845479189244871,-0.42605467280650294,0.20193497788549908,1.164124336918963,0.4017681471386463,0.09367050718172659,0,4.313025341727828,0.06,0.134,18667.321023061606,-0.13991053620578175,0.8824799624549566,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.001,0.001,0.502,0.001,0.001,0.001,0.001,0.012,0.001,-0.43631069862377597,0,-4.065194510573115,-1.561028039293678,-3.4950514971001625,-2.760416315820616,0.139,461.8520188702657,-2.999926215814126,-1.605890612553808,-0.7194055742772548,-0.47265710585678766,0.0012392123217447755,-3.653997007857536,1,-3.427562756103911,0.07,0.068,18667.321023061606,-5.22805519092952,0.09816597280237821,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.008,0.005,0.001,0.001,0.001,0.001,0.001,0.017,0.001,1.605688113920426,0,-0.4657483208604023,0.8097918273664589,0.7450842624097255,0.656203460639147,0.139,339.3429591965771,-2.999926215814126,-0.34880526735967965,-0.41267941334381414,1.833753764932458,0.49148056872493173,0.7928127015992905,1,1.4744578321627992,0.065,0.446,18667.321023061606,1.388270723536752,0.0026888322819117044,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.005,0.001,0.502,0.501,0.001,0.001,0.001,0.02,0.001,-0.43988882619977104,0,1.4322946254010187,1.9191488524234055,0.9582578560597219,-1.2469570718594878,0.139,245.48992398100455,-0.4359943767453204,0.49916420383414944,-0.8221859462711674,0.7047142083964648,0.2199504360611434,-2.1571016944976935,0,-3.427562756103911,0.08,0.446,58898.01172378449,-3.0152134439179354,0.12482735047663573,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,0.003,0.001,0.502,0.001,0.001,0.001,0.001,0.012,0.001,1.4421373511677773,1,-4.345135070567493,0.13029209697270694,-3.4950514971001625,-0.7309448849904976,0.137,282.5947707474638,-1.5222747356030362,-5.263835753388247,-2.726235315311468,-2.934446847363782,0.301942351498986,-3.2965194337008885,0,4.785011622352471,0.073,0.446,47589.63711761045,-1.3815935095268763,0.6686712210646709,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.013,0.001,0.502,0.501,0.001,0.001,0.001,0.022,0.283,-0.25352630160310574,0,5.233273665317477,0.14496917450032587,0.5419321656367648,0.5587087380473019,0.134,346.2282001536831,0.4262031216032725,1.5654267029852666,-0.10782031085826388,2.793272768271634,0.8542712256766626,-0.022608091892569515,0,-3.427562756103911,0.059,0.138,54778.65753218086,1.3759183149321608,0.2723348530465483,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.015,0.002,0.001,0.001,0.001,0.001,0.001,0.021,0.001,-3.61795567508189,0,2.0769180971794086,-0.42624557298219345,-1.542382904717943,0.11493125818958094,0.158,366.95513103087336,-2.999926215814126,-1.2304065716554287,-0.22245438947305657,0.43031727308429374,0.31663362685515395,-7.455246576507199,1,-3.427562756103911,0.077,0.134,58976.207376791994,0.5943279948739858,0.9404624024393435,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.011,0.001,0.001,0.501,0.001,0.001,0.002,0.018,0.001,-0.3198097390936241,0,-10.579193290649087,2.329717580598092,-1.8899092274425506,-0.4450183091822124,0.152,106.11855984994281,-2.999926215814126,-5.263835753388247,-2.726235315311468,0.697803047890061,0.0012392123217447755,-7.455246576507199,0,-3.427562756103911,0.187,0.446,36830.3299247727,-1.4191389312861908,0.6772700914874943,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.002,0.322,0.001,0.001,0.001,0.153,0.001,0.019,0.283,0.9488362336064761,0,6.784102834200154,-2.1948657473081274,0.03761011969115103,1.512194632326083,0.139,450.57585393359886,-0.37476543493308795,1.2860714137629603,-2.726235315311468,6.393294245380403,0.0012392123217447755,-7.455246576507199,0,1.4039398150491642,0.055,0.143,49692.95990187853,4.109205757904186,0.10367655536269904,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,0.002,0.002,0.502,0.001,0.001,0.001,0.001,0.01,0.001,0.6503189744193419,0,3.1307255952519317,-1.6827267296424382,0.4283027944968924,2.123718114410471,0.139,352.5956614827578,-2.999926215814126,-0.9476555294028135,0.5694324394851792,1.248537182031176,0.8525853148117447,5.181020280416353,1,3.911486175164951,0.073,0.143,18667.321023061606,5.267486574858544,0.0026888322819117044,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1,0.011,0.322,0.502,0.501,0.001,0.001,0.001,0.013,0.001,1.9138522674206837,0,4.670878880903526,-0.1443286617608046,-3.4950514971001625,-1.0880569766875943,0.158,208.981053647463,-0.32609961549637095,-1.4233932290796778,-0.10799576563530826,-1.6177778158981917,0.0012392123217447755,1.450315902019562,0,-3.427562756103911,0.07,0.446,18667.321023061606,-2.0652215127177107,0.0026888322819117044,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.007,0.322,0.502,0.501,0.001,0.153,0.001,0.019,0.001,0.40432367527563806,0,1.5316949823160402,0.906801029755135,-0.06103799024483733,0.5716866557157456,0.139,378.48356032186234,0.8146768894692047,0.5159064971882096,-2.726235315311468,1.4929015095812896,0.25003738891451355,2.1342983499719232,1,-3.427562756103911,0.077,0.446,44650.19761572674,1.1786108264025483,0.3830893121116063,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.001,0.001,0.001,0.501,0.001,0.001,0.001,0.018,0.001,-0.3150473922452391,0,-10.579193290649087,0.7668533812999103,0.3805011535629754,0.5445669500931893,0.158,134.43535496928223,0.14255286159373506,-1.168425590473501,0.425639017581293,5.455728094180843,0.0012392123217447755,-0.2848437272637685,1,-3.427562756103911,0.071,0.138,38042.583524394824,1.161883476541389,0.5209767976595643,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.004,0.002,0.502,0.001,0.001,0.001,0.002,0.017,0.001,-0.22308031061737016,0,4.630730383013394,1.0576760656314912,-0.47935518923143605,-1.041849105036455,0.141,270.28503462060763,-2.999926215814126,-5.263835753388247,0.6410509702060017,0.8752673708746503,0.10301072437473663,1.1060736839926335,1,-3.427562756103911,0.066,0.446,53690.821471741816,-2.321424547727068,0.0026888322819117044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,0.011,0.001,0.502,0.001,0.001,0.001,0.001,0.016,0.001,0.645816587309308,0,-10.579193290649087,-1.1339476976604566,0.4298637242955397,-1.460128564790036,0.139,464.3288562792202,0.49438115172604435,2.0711546811628456,0.47698930916655785,-8.554662783497676,0.08776871127962244,-7.455246576507199,0,-3.427562756103911,0.066,0.071,45797.644731910375,-2.5696236909455057,0.11035786869013997,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.015,0.003,0.001,0.001,0.001,0.001,0.001,0.01,0.001,-1.4223982551261074,1,4.4563461346661395,-0.8093376111763627,-0.9053297308838935,-0.5389624776428736,0.137,352.50499054920556,-2.999926215814126,-1.0044503809130303,0.11908619949466112,0.05946467244506093,0.0012392123217447755,-7.455246576507199,0,0.7660674428955798,0.074,0.446,18667.321023061606,-0.6928203514668745,0.22652792828678192,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.003,0.322,0.502,0.501,0.001,0.153,0.11,0.133,0.283,-3.61795567508189,1,2.412834880028056,1.8932669458344986,0.3270782315103908,-1.2472171113368977,0.139,401.38390092577697,-2.999926215814126,0.7068797651111618,-2.726235315311468,-2.8607796585327474,0.0012392123217447755,-2.318000495914799,0,2.657065910678231,0.071,0.071,37708.68959170396,-3.0081229416101323,0.27861519114682043,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.002,0.001,0.502,0.501,0.001,0.001,0.001,0.014,0.001,0.3304841801866779,0,1.6091538436726482,0.5697455537949618,-0.14963773408048645,-0.5200528759294801,0.152,249.1998298085271,-0.08043972547422286,0.32529109035777076,0.42385651256870094,-3.2501826704232144,0.24755275684226463,3.7375810246125933,1,-3.427562756103911,0.187,0.134,47949.48812578707,-1.0598055849269172,0.0026888322819117044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
